date;firstname;middlename;lastname;city;country
1987-12-07;Tamqrah;Dania;Redmond;Buffalo;Netherlands
1991-08-27;Aimil;Parker;Wittie;Jaipur;Bangladesh
1986-03-25;Layla;Inaya;Hartnett;Pretoria;Togo
1987-12-04;Christy;Ophelia;Thad;Serekunda;Tajikistan
1985-03-14;Ermengarde;Aylani;Stevy;Santa Cruz de Tenerife;Estonia
1999-11-08;Cathie;Alitzel;Dex;Saint John;Korea, Republic of
1985-01-26;Livvyy;Hayden;Chauncey;Edinburgh;South Africa
1989-06-14;Helena;Arely;Rona;Osaka;El Salvador
1995-12-19;Bee;Kai;Elisha;Marseille;India
1987-06-21;Jere;Avani;Ammann;Ambon;Wallis and Futuna
1992-04-22;Gwyneth;Aleyna;Lewes;Albuquerque;Marshall Islands
1988-09-01;Edyth;Miley;Gaynor;Jayapura;United States
1995-05-30;Norine;Azari;Dex;Bissau;Niger
1994-12-13;Ezmeralda;Hayden;Donell;Cairo;"Lao People""S Democratic Republic"
1993-03-28;Therine;Malia;Remmer;Naples;Senegal
1993-05-19;Lorne;Noelle;Tatianas;Nicosia;Isle of Man
1996-01-15;Larine;Gianna;Hurley;El Paso;India
1987-04-27;Melisent;Arely;Riordan;Taichung;Hong Kong
1985-03-09;Ginnie;Scottie;Merat;Salzburg;Armenia
1997-02-17;Feliza;Zaya;Redmond;St. John's;Israel
1990-05-16;Moyna;Azari;Nikaniki;Brazzaville;Singapore
1995-02-06;Dulcinea;Maeve;Palocz;Ashgabat;Isle of Man
1993-12-31;Magdalena;Daphne;Thomasina;Calama;Moldova, Republic of
1999-03-21;Max;Aurelia;Garlinda;Hamburg;Peru
1991-02-16;Dione;Maeve;Lissi;Gdańsk;Saint Helena
1990-08-01;Alisha;Inaya;Chinua;Tucson;Saint Kitts and Nevis
1993-06-20;Bibby;Kaeli;Niccolo;Abu Dhabi;Sudan
1998-10-19;Annaliese;Tallulah;Trace;Lahore;Viet Nam
1994-05-20;Codie;Aleyna;Kronfeld;Paramaribo;"Cote D""Ivoire"
1993-08-06;Lizzie;Tallulah;Cassius;Petropavlovsk-Kamchatsky;Fiji
1993-09-09;Lucille;Zaya;Goldina;Milan;Eritrea
1987-04-02;Daryl;Millie;Riva;Kingstown;Armenia
1995-01-19;Ingrid;Rowan;Devlen;Birkirkara;Gibraltar
1997-03-14;Dianemarie;Clara;Waldron;Ottawa;Fiji
1999-10-02;Ninnetta;Rose;McNully;Adelaide;Costa Rica
1994-06-06;Florie;Arabella;Anis;Jersey City;Algeria
1990-06-06;Lolita;Malia;Jotham;Lanzhou;Qatar
1985-09-18;Miquela;Arabella;Krystle;Yerevan;Maldives
1986-10-02;Phylis;Lakelynn;Sabella;Mersin;Guinea-Bissau
1996-03-28;Tersina;Eliana;Allina;Yogyakarta (city);Maldives
1992-02-21;Myrtice;Parker;Honoria;Cusco;Bahrain
1993-12-12;Raina;Tallulah;Hanleigh;Manchester;Mongolia
1987-12-11;Fanchon;Inaya;Artie;Barcelona;Brunei Darussalam
1997-04-14;Ashlee;Lyla;Buffum;Harbin;Belgium
1997-06-07;Cristabel;Azari;Nerita;Lviv;Dominica
1995-05-18;Libbie;Malia;Melleta;Kansas City;Puerto Rico
1999-03-02;Mara;Maisy;Herrera;Dallas;Romania
1988-12-28;Doralynne;Aria;Schroth;Reykjavík;Tuvalu
1996-12-02;Agathe;Miller;Stelle;Linz;Belgium
1994-10-31;Margalo;Parker;Cristi;Kota Kinabalu;Spain
1996-05-16;Tabbatha;Tallulah;Tengdin;Petropavlovsk-Kamchatsky;Ireland
1991-12-26;Cissiee;Aurelia;Thar;Bangui;Slovenia
1999-01-26;Pamella;Arabella;Hunfredo;Kuala Lumpur;Falkland Islands (Malvinas)
1991-10-06;Winifred;Tallulah;Natalia;Amman;Costa Rica
1986-05-10;Oona;Ainara;Bergman;Bilbao;Mongolia
1986-08-23;Zondra;Miller;Erb;Novosibirsk;Cuba
1998-07-20;Dolli;Inaya;Randene;Valdivia;Niger
1985-12-08;Ilse;Kya;Mott;Yellowknife;Sudan
1990-08-06;Dominga;Tallulah;Stilwell;Xining;France
1991-05-03;Ada;Millie;Gaynor;Portland;Bangladesh
1994-02-16;Charlena;Aleyna;Winnick;Jinan;Liechtenstein
1988-09-07;Gusty;Elowyn;Leopold;Moscow;Northern Mariana Islands
1998-10-17;Gwenneth;Maisy;Paine;Nouméa;Libyan Arab Jamahiriya
1995-01-06;Jacenta;Ailany;Rustice;Incheon;Madagascar
1999-08-27;Ardenia;Dania;Koziara;Ilhéus;Belize
1989-08-06;Ayn;River;Gordon;Davao City;Cuba
1988-05-28;Clary;Maisy;Sandye;Peshawar;France
1997-07-01;Violet;Kaeli;Suanne;Whitehorse;American Samoa
1997-10-18;Margette;Tallulah;Sallyann;Seattle;Malaysia
1990-09-11;Raquela;Reese;Morgun;Quebec City;Israel
1985-04-30;Fina;Lakelynn;Sholley;Birkirkara;Aruba
1993-11-02;Vivia;Gianna;Faso;Bangkok;Moldova, Republic of
1989-07-14;Modestia;Rylee;Grosz;Sri Jayawardenapura-Kotte;Nepal
1994-08-30;Annecorinne;Andie;Payson;Willemstad;Germany
1996-05-19;Lucy;Emryn;Kronfeld;Koulikoro;San Marino
1992-12-22;Zaria;Eliana;Mott;Rome;Pitcairn
1998-06-08;Rosanne;Miley;Ludewig;Koror;Marshall Islands
1997-01-02;Joceline;Amara;Winthorpe;Srinagar;Romania
1986-05-02;Pollyanna;Aurelia;Pierette;Jeddah;Virgin Islands, U.S.
1985-07-09;Barbi;Arabella;Darrell;Gdańsk;United Kingdom
1990-09-05;Vivia;Lyla;Guildroy;Belmopan;"Lao People""S Democratic Republic"
1989-01-09;Aryn;Zaya;Urias;Porto Velho;Chile
1996-09-10;Verla;Hayden;Schwejda;Maceió;Guatemala
1995-07-29;Dagmar;Zaya;Caitlin;Graz;Norfolk Island
1990-11-01;Estell;Ailany;Tatianas;Toulouse;Myanmar
1988-12-07;Meg;Azari;Lumbard;Nukulaelae;Congo
1999-04-24;Patricia;Hayden;Margret;Punta Arenas;Mauritius
1998-04-29;Hallie;Lakelynn;Denis;Casablanca;Libyan Arab Jamahiriya
1998-01-09;Hope;Clara;Koehler;Monaco;Libyan Arab Jamahiriya
1990-10-16;Hildegaard;Rylee;MacIntosh;Palembang;United States
1997-02-24;Lizzie;Elowyn;Ellord;Dakar;Georgia
1994-04-02;Linzy;Rowan;Ralfston;Yellowknife;"Korea, Democratic People""S Republic of"
1989-08-29;Gui;Arabella;Thornburg;Manaus;Burkina Faso
1992-01-04;Shell;Scottie;Odysseus;Sacramento;Cape Verde
1994-04-08;Sharai;River;Zetta;Cotonou;Svalbard and Jan Mayen
1989-01-28;Thalia;Alitzel;Maroney;Cannes;Mauritania
1991-02-02;Margarette;Eliana;Rolf;Kuwait City;Sierra Leone
1990-06-21;Siana;Blessing;Kress;Koulikoro;Solomon Islands
1990-02-18;Hollie;Avani;Belldas;Saipan;Norway
1999-12-11;Ekaterina;Aleyna;Frendel;Zagreb;Namibia
1996-08-18;Shell;Inaya;Ledah;Aberdeen;Pitcairn
1996-12-25;Catrina;Lyla;Rolf;Maracaibo;Faroe Islands
1989-09-18;Marline;Hayden;Joseph;Yogyakarta (city);Iraq
1988-07-23;Molli;Kai;Azeria;Tampere;Jordan
1994-03-24;Tilly;Miley;Serilda;Banda Aceh;Peru
1991-04-19;Cristabel;River;MacIntosh;Las Vegas;Saint Lucia
1989-02-24;Melanie;Lyla;Jess;Baku;Mayotte
1988-11-09;Marinna;Aylani;Alwin;Beirut;Mongolia
1996-10-15;Vinita;Miller;McNully;Invercargill;Ireland
1993-11-27;Liana;Clara;Valoniah;Alexandria;Antigua and Barbuda
1985-12-08;Diena;Aurelia;Taima;Chittagong;Peru
1991-02-16;Ginnie;Daphne;Loeb;Osaka;Bahrain
1994-05-21;Rhea;Arely;Adalbert;Hyderabad;Bangladesh
1998-12-02;Jaime;Remi;Ralfston;Shenyang;Iceland
1992-10-06;Dulcinea;Emryn;Lilas;Tagbilaran;Guernsey
1999-05-28;Livvyy;River;Sherrie;Denver;Italy
1995-08-03;Doro;Inaya;Mich;Manila;Armenia
1985-06-21;Jan;Maeve;Hurley;Manila;Turks and Caicos Islands
1991-08-28;Luci;Gianna;Sothena;Raleigh;Netherlands
1995-02-12;Drucie;Elowyn;Ajay;Cusco;Ghana
1995-10-01;Shaine;Aylani;Lane;Port Louis;Germany
1999-01-09;Margette;Ivey;Louanna;Darwin;Grenada
1994-12-06;Harrietta;Rose;Bearnard;Darwin;Saint Pierre and Miquelon
1991-08-10;Rosaline;Alitzel;Norvol;Rochester;Belize
1985-07-25;Mureil;Aleyna;Ackerley;Toulouse;Nicaragua
1990-07-13;Nessie;Avani;Gert;Sapporo;Belize
1996-12-13;Louella;Reese;Thad;San Fernando;Tanzania, United Republic of
1988-01-17;Agnese;River;Guthrie;Shigatse;Egypt
1989-05-22;Marinna;Kya;Jarib;Tagbilaran;Lesotho
1996-10-13;Nickie;Tallulah;Joseph;Málaga;Singapore
1992-01-20;Dione;Kya;Ricki;Regina;Ecuador
1996-08-03;Kathy;Imogen;Damarra;Banjul;British Indian Ocean Territory
1990-02-09;Rebeca;Aylani;Monk;Oklahoma City;New Caledonia
1996-09-05;Edith;Ailany;Eachern;Barranquilla;Northern Mariana Islands
1999-12-28;Talya;Remi;Leopold;Malacca Town;Faroe Islands
1989-09-08;Shirlee;Remi;Penelopa;Bangalore;Northern Mariana Islands
1986-01-01;Hermione;Daphne;Payson;Wollongong;India
1992-10-10;Brianna;Inaya;Giule;Virginia Beach;Antigua and Barbuda
1989-12-13;Aurelie;Emryn;Saint;Mandurah;Chile
1991-01-12;Marnia;Aria;Naor;Córdoba;Isle of Man
1987-01-31;Adelle;Daphne;Penelopa;San Fernando;Korea, Republic of
1997-12-07;Kaia;Parker;Hunfredo;Ljubljana;United Kingdom
1990-11-19;Karlee;Aurelia;Granoff;Helsinki;Taiwan, Province of China
1996-08-11;Hildegaard;Ophelia;Bollay;Charlottetown;Germany
1996-01-01;Tomasina;Kaeli;Amand;Abu Dhabi;Christmas Island
1986-03-21;Daphne;Kai;Odell;New Delhi;Guyana
1988-09-07;Hannis;Adhara;Bow;Brikama;Mali
1996-12-18;Marnia;Millie;Ahab;Lisbon;Ireland
1989-03-30;Jordan;Elowyn;Fontana;Nouakchott;Burundi
1986-06-07;Constance;Noelle;Havens;Dallas;Sao Tome and Principe
1991-12-14;Bettine;Dania;Rolf;Tegucigalpa;French Southern Territories
1991-08-08;Cristabel;Elowyn;Flita;Bulawayo;Afghanistan
1997-04-17;Dorothy;Imogen;Melony;Odessa;Ireland
1987-10-05;Marnia;Rylee;Ophelia;Monterrey;Tunisia
1995-06-12;Rosaline;Maisy;Gale;Khartoum;Jamaica
1987-01-03;Kristan;Daphne;Forrer;Shenzhen;Gambia
1989-04-04;Georgina;Rose;Hewitt;Townsville;Switzerland
1999-07-07;Joleen;Rose;Dielu;New Delhi;Turkey
1987-01-23;Carmela;Miley;Hutchison;Malmö;Belgium
1995-12-13;Kaja;Adhara;Tillford;Seattle;Haiti
1994-04-16;Kimmy;Rylee;Verger;Birkirkara;Uruguay
1985-02-26;Keelia;Maisy;Carri;Nassau;Bermuda
1997-11-28;Dyann;Remi;Ciro;Gibraltar;Georgia
1985-02-10;Carree;Clara;Braun;Seattle;"Lao People""S Democratic Republic"
1993-10-10;Peri;Emryn;Thunell;Tagbilaran;Canada
1992-03-20;Shauna;Eliana;Belanger;Dammam;Moldova, Republic of
1991-03-09;Frances;Arely;Hylan;San Antonio;Egypt
1993-03-02;Rozele;Ainara;Wandie;Puebla;Puerto Rico
1987-05-02;Charlena;Ophelia;Darbie;Durban;Mozambique
1996-04-12;Marti;Andie;Vorster;Ponta Delgada;United Arab Emirates
1995-05-02;Belinda;Elowyn;Fadiman;Nukulaelae;Spain
1995-08-14;Ariela;Ivey;Vins;Jersey City;United States Minor Outlying Islands
1998-09-02;Fernande;Blessing;Norvol;Manaus;Eritrea
1991-07-04;Stephanie;Reese;Tristram;Praia;Australia
1993-11-15;Ardenia;Ailany;McClimans;Manzini;Swaziland
1993-02-26;Lilith;Adhara;Swigart;Puebla;Saint Kitts and Nevis
1999-01-26;Danny;Kaeli;Pearse;Kabul;New Zealand
1993-01-08;Phylis;Maeve;Pascia;Rochester;Djibouti
1986-03-24;Phedra;Rowan;Ortrude;Livingstone;Reunion
1987-05-23;Violet;Clara;Taam;Hat Yai;Cayman Islands
1988-08-20;Doralynne;Blessing;McAdams;Lahore;Macedonia, The Former Yugoslav Republic of
1991-01-16;Shel;Remi;Yorick;Da Nang;Algeria
1985-11-13;Orsola;Gianna;Douglass;Whitehorse;Iraq
1995-11-23;Rosabelle;Gianna;Klotz;Quebec City;Saint Lucia
1995-05-27;Wanda;Aurelia;Lytton;Alofi;Greece
1999-04-24;Ezmeralda;Zaya;Pip;Hanover;Saint Pierre and Miquelon
1995-07-31;Yolane;Ophelia;Secrest;Belmopan;French Guiana
1997-02-26;Sarette;Emryn;Gemini;Austin;Angola
1995-06-12;Tatiania;Ophelia;Gaspard;Tokyo;Slovakia
1992-06-07;Karena;Noelle;Nunci;Mbabane;Zimbabwe
1991-09-03;Caryl;Rowan;Masao;Helsinki;RWANDA
1992-09-17;Lusa;Millie;Frendel;Kandahar;Trinidad and Tobago
1989-10-05;Neila;Rowan;Albertine;Vaduz;Niger
1992-09-18;Gusty;Alitzel;Lindemann;Port Louis;Jersey
1988-06-20;Briney;Inaya;Loleta;Yokohama;Guernsey
1990-11-12;Chloris;Ainara;Amadas;Norilsk;Iceland
1999-05-22;Clarice;Blessing;Lissi;Paris;Bolivia
1992-04-14;Roz;Arabella;Rosalba;Da Nang;Timor-Leste
1986-01-14;Gui;Elowyn;Lubin;Medellín;France
1994-06-22;Nessie;Aleyna;Nance;Vienna;South Africa
1993-05-30;Flo;Remi;Nea;Patna;Antarctica
1997-02-06;Margette;Aleyna;Brady;Santa Cruz de la Sierra;Estonia
1987-08-31;Lulita;Millie;Oscar;Saskatoon;Moldova, Republic of
1990-10-15;Allis;Imogen;Tippets;Kaliningrad;Turkmenistan
1997-12-24;Bobbi;Noelle;Ardeha;Dushanbe;Tunisia
1991-03-30;Nyssa;Lyla;Land;Valparaíso;Spain
1992-12-23;Elie;Halo;Koziara;Tamale;Somalia
1995-05-09;Stephanie;Inaya;Gerge;Port Louis;Seychelles
1995-08-31;Berta;Miller;Mitzi;Nouméa;Saudi Arabia
1993-10-06;Aimil;Gianna;Gemini;Da Nang;Canada
1992-10-07;Sandie;Daphne;Kathie;Zürich;Zimbabwe
1994-12-20;Bernardine;Lyla;Michella;Denpasar;Botswana
1989-10-08;Sonni;Dania;Fabiola;Francistown;Serbia and Montenegro
1993-03-05;Hettie;Kai;Birdella;Nukulaelae;Nigeria
1994-01-13;Christian;River;Cherianne;Mexicali;Fiji
1993-09-05;Isa;Ainara;Nahum;Las Vegas;Vanuatu
1986-12-28;Alleen;Ailany;Moseley;Mbabane;Gibraltar
1994-04-10;Jennica;Maeve;Chrystel;Gibraltar;Kuwait
1992-02-11;Molli;River;Jena;Vilnius;Grenada
1996-03-15;Miquela;Rylee;Waldron;Chennai;Mauritania
1985-12-29;Cathie;Lyla;Maurine;Nashville;Paraguay
1986-09-21;Leontine;Rose;Thad;Lusaka;Saint Kitts and Nevis
1987-04-05;Nariko;Maeve;Valerio;Guatemala City;Portugal
1998-03-10;Sabina;Kaeli;Bord;Roseau;Chile
1989-09-09;Maurene;Noelle;Thilda;Nouméa;Ireland
1997-10-31;Allis;Arely;Kendrick;Hagåtña;Bangladesh
1993-11-12;Betta;Scottie;Natica;Campinas;American Samoa
1999-07-16;Kate;Lakelynn;Durware;Sukhumi;"Korea, Democratic People""S Republic of"
1997-06-29;Trixi;Aylani;Hilbert;Wellington;Tuvalu
1996-12-11;Basia;Malia;Cecile;Hai Phong;Lesotho
1994-12-22;Annice;Eliana;Pascia;Huế;RWANDA
1990-08-31;Corina;Daphne;Jenness;Abu Dhabi;San Marino
1986-02-12;Dominga;Rowan;Marden;Tirana;Guadeloupe
1988-08-18;Orsola;Imogen;Hazlett;Pekanbaru;San Marino
1996-11-30;Maryellen;Miller;Boehike;Paramaribo;Uruguay
1991-06-30;Nadine;Tallulah;Japeth;Horta (Azores);Denmark
1992-03-14;Correy;Blessing;Kronfeld;Thimphu;Wallis and Futuna
1998-12-02;Sarette;River;Masao;Kandahar;Austria
1995-03-10;Emelina;Arely;Bakerman;Bishkek;Macao
1993-09-26;Ardenia;Zaya;Monk;Paris;Reunion
1987-08-01;Jolyn;Aleyna;Tacye;Yellowknife;Brunei Darussalam
1994-04-24;Alyssa;Maisy;Zrike;Hobart;Djibouti
1994-10-17;Fayre;Blessing;Koehler;Port Said;Guinea
1985-04-29;Asia;Hayden;An;Fort-de-France;Romania
1994-09-15;Dorice;Daphne;Dash;Odessa;Niger
1986-01-15;Donetta;Miller;Phi;İzmir;Falkland Islands (Malvinas)
1995-05-09;Susette;Kai;Haerr;Baku;Sweden
1985-09-10;Lory;Daphne;Allys;Zamboanga City;Svalbard and Jan Mayen
1987-07-29;Susan;Avani;Harday;Darwin;Montserrat
1992-05-03;Leona;Clara;Raffo;Nukuʻalofa;Bangladesh
1987-01-17;Cissiee;Scottie;Hertzfeld;Jakarta;United Kingdom
1986-06-25;Kylynn;Ophelia;Iaverne;Yamoussoukro;Poland
1986-12-25;Christal;Maisy;Cottle;Tampa;Belize
1998-02-19;Lesly;Miller;Korey;San Juan;Ecuador
1995-02-12;Maridel;Daphne;Mich;Sri Jayawardenapura-Kotte;Saint Vincent and the Grenadines
1985-12-28;Tracey;Maisy;Gavrila;Ahmedabad;Kuwait
1995-02-04;Nariko;Andie;Pacorro;São Paulo;Congo, The Democratic Republic of the
1989-09-26;Bernie;Rose;Angelis;Handan;Netherlands
1997-11-12;Kate;Scottie;Madox;Harare;Slovenia
1992-10-09;Sindee;Ophelia;Bashemeth;Düsseldorf;Montserrat
1991-12-13;Anallese;Ivey;Berriman;Gold Coast;Haiti
1995-12-16;Edyth;Malia;Casimir;Boa Vista;Spain
1989-06-17;Genevra;Millie;Prouty;Pattaya;American Samoa
1997-02-15;Beth;Lakelynn;Roumell;Hong Kong;Denmark
1991-02-12;Jasmina;Miley;Corabella;Harare;Senegal
1986-01-12;Florie;Hayden;Dorine;Cairo;Central African Republic
1996-02-24;Belinda;Adhara;McLaughlin;Saint-Pierre;Saint Pierre and Miquelon
1998-08-21;Leona;Rose;Aldric;Cairo;Saint Kitts and Nevis
1998-10-13;Micheline;Azari;Dudley;Road Town;Netherlands Antilles
1997-12-26;Karolina;Avani;Corabella;Lubumbashi;Czech Republic
1986-11-12;Emylee;Amara;Croix;Cali;Puerto Rico
1985-09-23;Addia;Miller;Lynn;The Valley;Anguilla
1991-12-23;Stevana;Ivey;Buckler;Handan;China
1993-07-03;Alie;Rowan;Brandice;Maseru;Congo, The Democratic Republic of the
1985-07-13;Kaja;Malia;Celestine;Chicago;Slovakia
1988-03-16;Mallory;Avani;Gemini;Manila;Philippines
1986-10-06;Alameda;Hayden;Telfer;Bloemfontein;Faroe Islands
1988-01-26;Rosabelle;Blessing;Therine;Buenos Aires;Georgia
1995-05-09;Frances;Clara;Trace;Baghdad;Puerto Rico
1996-12-08;Sonni;River;Xerxes;Memphis;Greenland
1988-01-09;Kelly;Aria;An;Mérida;Indonesia
1990-05-15;Adelle;Tallulah;Phyllis;Odessa;Gibraltar
1999-02-06;Regina;Kaeli;Billye;Bilbao;Sweden
1990-12-13;Donnie;Arely;Shanley;Anadyr (town);Lebanon
1990-04-23;Evaleen;Noelle;Rustice;Cusco;Montserrat
1990-12-13;Alexine;Aleyna;Fink;Jeddah;Antigua and Barbuda
1999-07-06;Cristabel;Gianna;Noman;Sukhumi;Saint Helena
1999-02-18;Zaria;Malia;Amand;Columbus;French Southern Territories
1989-09-04;Averyl;Hayden;Fitzsimmons;Changchun;Romania
1991-11-28;Daryl;Lyla;Roumell;Denver;Germany
1994-08-24;Raf;Hayden;Melleta;Malang;Aruba
1993-09-17;Yetty;Kaeli;Mitzi;Incheon;Burkina Faso
1997-02-28;Andree;Hayden;Jena;Tijuana;Sudan
1994-04-03;Christal;Kya;Charity;Timbuktu;Morocco
1998-01-02;Monika;Parker;Elo;Fukuoka;Switzerland
1988-09-18;Kirbee;Adhara;Zachary;Saint John;Armenia
1997-05-24;Demetris;Dania;Nelsen;Surabaya;Bangladesh
1991-06-23;Wendi;Blessing;Estella;Tucson;Western Sahara
1988-09-07;Sherrie;Inaya;Remmer;Riyadh;Morocco
1994-01-22;Elie;Arabella;Masao;Labasa;Somalia
1992-06-14;Nessie;Noelle;Tryck;Freetown;Turkmenistan
1986-09-11;Gianina;Halo;Bury;Dededo;Denmark
1989-05-31;Susan;Reese;Bari;Shijiazhuang;Uzbekistan
1997-05-22;Liana;Kya;Bethany;San José;Northern Mariana Islands
1991-09-10;Cecile;Andie;Amadas;Tartu;Central African Republic
1998-04-15;Marcelline;Parker;Maribeth;Tianjin;Swaziland
1996-07-28;Rhea;Miller;Mayeda;Tiraspol;Mauritius
1996-01-24;Nanete;Reese;Salvidor;Ouagadougou;Guadeloupe
1994-10-28;Genevra;Zaya;Chem;Angra do Heroísmo;Malta
1999-08-10;Wendi;Ainara;Halsey;Assis;Bhutan
1988-07-25;Antonietta;Millie;Calhoun;Darwin;Marshall Islands
1990-07-18;Trixi;Rylee;Cutlerr;Ahmedabad;Dominican Republic
1994-10-06;Bee;Parker;Alva;Jamestown;Netherlands
1991-07-09;Vonny;Emryn;Naor;Sarajevo;Ukraine
1998-03-17;Kelly;Gianna;Kaete;Port Louis;Thailand
1992-08-04;Gusty;Kai;Aldric;Philadelphia;Ghana
1991-05-10;Ardys;Aria;Devlen;Kinshasa;Guam
1998-09-03;Dorothy;Halo;Cordi;Tashkent;Netherlands
1988-05-17;Alejandra;River;Dichy;Palembang;Morocco
1991-03-18;Nikki;Aurelia;Hutchison;Antananarivo;Reunion
1994-02-18;Rhoda;Ophelia;Jess;Tirana;Gibraltar
1999-12-30;Dorthy;Andie;Magdalen;Raleigh;Bahrain
1988-07-21;Hermione;Kya;Florina;Tbilisi;Antigua and Barbuda
1997-07-15;Ilse;Daphne;Daniele;Riga;China
1985-04-12;Deirdre;Ophelia;Nea;Chittagong;Timor-Leste
1998-07-30;Averyl;Emryn;Brittani;Mwanza;Cambodia
1995-07-03;Kirbee;Aria;Stav;Pekanbaru;Saint Vincent and the Grenadines
1986-09-15;Susan;Alitzel;Lowry;Brussels;Turkmenistan
1994-02-12;Katuscha;Azari;Cullin;Xi'an;Iceland
1987-03-03;Rosabelle;Rowan;Shuler;Nice;Suriname
1989-12-13;Keelia;Millie;Ricki;Shijiazhuang;Madagascar
1995-02-13;Barbi;Ailany;Raul;Odessa;Estonia
1989-08-18;Ursulina;Noelle;Ralfston;Accra;Iceland
1987-08-22;Hollie;Aylani;Kat;Asmara;Zimbabwe
1998-08-26;Clary;Kya;Ackerley;Nashville;Malaysia
1987-05-23;Ethel;Aria;Annice;Prague;Guinea-Bissau
1995-02-05;Rosabelle;Halo;Munn;Baghdad;Senegal
1992-10-27;Ardenia;Adhara;Alabaster;Cartagena;Sri Lanka
1993-09-30;Augustine;Gianna;Gualtiero;Bergen;Tajikistan
1993-05-05;Meg;Andie;Roscoe;Melekeok;Dominican Republic
1993-10-08;Marika;Ophelia;Rhu;Sapporo;Macedonia, The Former Yugoslav Republic of
1995-11-26;Cacilie;Malia;Raama;Hilo;Netherlands Antilles
1991-04-01;Sharlene;Eliana;Havens;Liverpool;Samoa
1993-04-13;Dacia;Ophelia;Avi;Maracaibo;Gabon
1994-10-28;Deloria;Halo;Joachim;Chaguanas;Liechtenstein
1986-01-27;Deirdre;Aurelia;Terrence;Curitiba;Malta
1997-01-19;Kittie;Ainara;Rodmann;Barranquilla;Slovakia
1992-09-11;Malina;Rylee;Peti;Johannesburg;Congo, The Democratic Republic of the
1991-01-24;Ileana;Aurelia;Vernier;Seattle;Sweden
1991-09-21;Wendi;Rose;Evangelia;Gothenburg;Benin
1991-06-12;Natka;Clara;Serilda;San Antonio;Nigeria
1988-11-01;Marinna;Miller;Sasnett;Kigali;Somalia
1992-03-11;Ada;Tallulah;Ochs;El Aaiún;Cayman Islands
1986-09-24;Katleen;Maisy;Ade;Assis;Japan
1996-01-08;Cacilie;Daphne;Clie;Denver;Czech Republic
1990-06-16;Ezmeralda;Andie;Creamer;Calgary;Barbados
1986-12-23;Abbie;Miley;Donoghue;São José dos Campos;Cayman Islands
1987-01-31;Frances;Tallulah;Posner;Santo Domingo;Haiti
1987-02-09;Sidoney;Hayden;Creamer;Kiev;Lebanon
1994-05-15;Addia;Ophelia;Natalia;Kandahar;Montserrat
1999-09-17;Marylou;Millie;Tiffa;Santa Cruz de la Sierra;Congo
1991-09-10;Alia;Tallulah;My;Gibraltar;Australia
1991-09-19;Genevra;Gianna;Callista;Ouagadougou;Jamaica
1997-11-19;Carmencita;Aylani;Melan;Jakarta;Ethiopia
1991-04-19;Maurene;Arely;Virgin;Tamale;Congo
1996-11-22;Tarra;Halo;Linehan;Balikpapan;Hungary
1987-05-21;Evita;Rowan;Bandeen;Suva;Canada
1994-12-16;Aeriela;Aleyna;Sigfrid;New York City;Fiji
1988-02-27;Adore;Zaya;Erskine;Vientiane;United States Minor Outlying Islands
1999-01-18;Clo;Scottie;Imelida;Bangui;Iran, Islamic Republic Of
1995-01-12;Augustine;Azari;Raama;Damascus;Myanmar
1997-09-26;Margarette;Rylee;Rugen;Atlanta;Indonesia
1993-02-12;Carilyn;Hayden;Diann;Yakutsk;Thailand
1986-08-13;Ginnie;Aylani;Alcott;Philadelphia;Guinea
1995-01-05;Shaine;Amara;Pandolfi;Vientiane;Central African Republic
1992-08-30;Arlena;Ainara;Chandler;Paris;Maldives
1995-09-03;Kate;Elowyn;Helve;Ottawa;Guernsey
1989-05-30;Corry;Eliana;Greyson;Thessaloniki;Afghanistan
1995-03-27;Modestia;Ailany;Bergman;Tampa;Cyprus
1998-12-20;Ronna;Reese;Allare;Koror;Zimbabwe
1996-09-26;Concettina;Arely;Kenwood;Apia;Isle of Man
1996-04-11;Tybie;Scottie;Linehan;Santiago de Cuba;Solomon Islands
1993-01-25;Ginnie;Avani;Grosz;Cork (city);Sao Tome and Principe
1985-06-03;Janeczka;Lakelynn;Hillel;Toronto;Tokelau
1991-12-17;Halette;Kya;Charity;Bissau;New Caledonia
1997-05-18;Marsiella;Arabella;Alrich;Sacramento;Puerto Rico
1989-12-08;Katuscha;Elowyn;Sadowski;Gold Coast;United Kingdom
1996-07-23;Iseabal;Aylani;Brodench;Tirana;Macao
1997-02-07;Sybille;Arely;Girardo;Kawasaki;Kyrgyzstan
1992-10-30;Clo;Miley;Schonfeld;Campinas;Niger
1994-04-16;Zondra;Kaeli;Hirsch;Apia;Saudi Arabia
1990-08-04;Tierney;Ainara;Tatianas;Kuching;Myanmar
1988-01-16;Annabela;Arely;Fitzsimmons;The Hague;Åland Islands
1987-01-22;Elora;Rylee;Cornelia;Cayenne;"Korea, Democratic People""S Republic of"
1987-04-14;Melanie;Ainara;Vharat;Salzburg;Philippines
1995-11-23;Cordi;Arabella;Jotham;Kuching;Virgin Islands, British
1999-03-05;Hettie;Azari;Artie;Majuro;Bahamas
1989-01-25;Lita;Azari;Baudin;Ouagadougou;Peru
1985-10-29;Clementine;Lyla;Erskine;Ambon;Reunion
1988-02-02;Sarette;Malia;Bakerman;Kaohsiung;Bermuda
1989-07-28;Dorothy;Gianna;Lilas;Adak;Equatorial Guinea
1999-04-18;Gale;Aleyna;Marsden;Simferopol;"Cote D""Ivoire"
